asrn	17907 
000	15822 17547 16264 20385 15967 16307 15729 20598 17682 20803 19110 21436 18896 20442 21526 18703 19657 15094 20421 20228 16438 18997 21469 17616 20217 16410 20471 20558 21430 20793 20494 18222 16206 16684 18676 21017 20497 19850 16545 14998 20807 16427 16448 21447 16080 21319 18610 16193 15859 15485 17574 16369 17601 21497 20562 15854 18277 16460 21385 15571 21502 21293 20379 16202 14988 20446 18309 19683 15325 20450 15122 16324 16318 15819 15017 21486 16342 21352 16668 20825 16533 18651 20468 15273 15028 17489 19854 18079 15980 21218 15911 21022 18263 20648 18602 15900 18521 19892 20058 18870 20005 21324 16099 20879 20363 21192 21165 18713 18557 15803 15037 16015 21346 18539 21541 16705 18721 14882 16421 20195 20735 14928 15732 16708 20637 17558 18616 20790 20176 15324 18252 14892 18605 21181 18732 19865 16348 16719 17660 14865 16346 16432 20302 17473 15582 15769 15721 21148 16809 16405 18205 20464 15985 18243 18945 15649 15188 19703 16918 16077 19978 21032 21460 15090 21275 19837 16888 16297 17731 15833 20728 21041 16337 16798 21175 19448 15356 20453 15244 15065 19815 21360 20767 20605 16454 15459 16386 16234 19088 21256 16523 17783 15680 16737 16911 20191 17658 18851 16476 16776 21308 20432 16824 18920 20883 20511 20746 15481 20239 20671 19422 16365 14886 18774 21047 21453 16185 17788 19915 16765 16813 18149 20680 18875 19277 15532 21208 15728 20324 15856 20414 20894 20634 16806 15002 15782 17813 19639 15797 20981 20548 19428 16700 15997 21248 20364 19509 16554 16916 16641 20502 18769 19788 14968 20207 21237 21103 20606 20917 21272 20652 16115 20476 15834 16812 20298 21406 16801 16624 19475 14963 15643 19137 16608 15130 18895 21378 15321 16012 20138 16279 17733 19712 21219 15326 20801 21114 16490 18531 16817 20943 15871 19803 21132 15632 20116 18828 16145 17771 20932 15762 15336 21233 15751 21146 21474 20711 15932 18719 15903 17034 20768 17767 20357 16045 15145 15109 20975 17834 15162 16711 17037 20655 16496 15027 19295 21222 21300 16140 17980 14867 16319 17556 21166 15596 15315 18954 17480 21077 18300 20779 20566 20947 20954 20386 15590 15462 17901 19875 17551 15888 21490 15692 15477 20974 14971 20135 20725 20353 15511 14960 21055 21173 20649 16362 19410 15189 20753 18352 21037 19057 19699 18519 18146 15023 14981 19761 18191 17545 19432 16848 15585 15904 15925 18280 21195 16315 14891 20628 20438 20910 21265 21211 17965 21244 15348 21013 21575 15354 19334 21199 20258 17652 20498 20630 20380 15953 19648 21209 16658 15531 19832 16371 15190 18600 20645 15210 20529 16799 20443 20771 21479 21040 18988 16590 21215 18258 18470 20372 21255 20269 21002 20802 17839 16816 16275 20105 16016 21441 19368 17716 19450 15823 19267 16546 15372 21403 20279 21281 15495 17753 19170 21557 15230 16385 16654 15254 16097 20401 20168 16327 16299 21489 19828 21221 20112 16818 21416 16158 19946 18062 17763 16672 18297 19062 20365 17967 20650 19506 21286 20931 16910 16665 21405 21266 15327 18865 15846 20234 15515 19435 17640 18294 16800 20376 20918 20838 16428 15726 15421 15417 15558 17805 18283 14863 20531 20455 16913 17785 21480 15097 20567 20800 17494 17981 17035 21012 15394 17543 20654 19375 16374 19037 16107 21271 19957 20774 21350 20388 16873 15889 18708 17595 15969 20791 19357 20358 18337 16750 18718 19655 20440 19474 16377 15276 19055 18326 14885 21532 15584 15875 20968 21568 19751 15344 19787 15067 20920 21106 19644 21045 17544 18120 18991 15005 15013 16284 15062 19986 15896 21236 16478 20770 17808 18571 21038 19559 15807 14873 14923 20319 18888 19171 16826 16441 20407 18899 21142 18872 21322 15045 20256 19930 20257 21194 18910 16655 20274 15790 16784 20837 21203 19482 16370 18638 18849 20596 17486 20738 15226 17757 16216 19723 15207 15667 15152 20973 19152 16810 18857 20668 15682 15153 19844 20448 18699 16265 20708 20673 21113 21448 20812 19680 15476 20208 16815 16221 16602 15909 21071 17054 16363 17662 15387 20300 21408 20657 21073 20646 16244 20473 15264 15600 21570 15715 20984 16013 18307 19069 15556 16311 21362 20278 15881 20888 18908 20180 18028 20129 16739 20499 17655 16486 16219 20930 20118 16804 21189 14959 20488 16360 20593 20913 20640 20230 16339 21295 19471 16795 19431 21135 20784 20395 21523 15800 19862 20255 20564 20798 19745 20523 18591 16762 15129 19178 15676 18221 19570 15719 15136 18276 19297 20949 21179 16458 15205 20310 18816 17707 20384 17751 20900 16633 21283 16858 20378 15479 19009 18166 21227 16527 16400 16751 15811 20314 16149 21455 19459 16585 21287 21314 16664 18778 17714 21354 19499 19322 16266 18065 19466 20896 20660 21238 14842 18334 15341 15339 19826 20557 16255 16030 20237 16675 21386 15468 20490 19477 20885 19358 20794 16574 18239 21567 18096 20878 17955 16885 20415 21049 21193 20583 20261 18781 20561 18182 20400 18155 15669 20373 20545 19061 17791 16444 20695 17032 15917 16611 19786 16874 15565 14983 20938 15858 21298 17848 17972 20308 19000 18483 17962 15175 20019 17911 20018 16803 20419 21205 20119 19812 20291 20639 15601 19737 16819 21224 16538 19365 15836 15626 16492 21262 21182 20836 15675 17499 18148 15895 20658 21252 17519 18832 19890 16433 21053 20983 16041 19065 20972 17654 19704 15126 15594 18238 16825 21242 20586 21321 15031 14933 16459 18930 15464 15006 18014 16808 15446 17773 20546 16707 16868 18544 16749 15927 17769 21105 18186 16890 19291 16380 19272 17703 16123 16551 16093 15821 21112 19101 15618 19304 18249 18152 17795 15132 19764 20340 21488 20669 19674 15598 16814 16718 16317 20008 15357 19213 15851 20371 16480 19285 18860 20904 20137 17477 20161 21014 15180 15107 15648 15471 16779 21240 20723 20672 15727 19887 17516 14969 18228 18040 20215 15559 18308 15988 16886 18223 21028 17988 15548 15916 20766 
tradevest	15119 
marsh	20213 
flaws	20865 
alliance	17728 19491 20364 18135 14982 15653 17780 18357 18328 15095 18271 
negotiable	18604 
514	18830 16522 16818 15841 20310 15768 16775 15906 
diluted	14998 15090 21474 21489 21359 18718 21117 20448 20826 20545 20972 20284 20217 16230 17900 16202 16642 21175 15680 14932 21095 20324 20606 17556 21300 15692 17712 20753 19667 16546 21281 21271 18242 17876 16370 17964 16216 15667 16810 15753 21431 18096 21386 16380 16317 
usdaprj	15871 
jcor	15995 
1985	16023 17970 15877 16763 19110 16112 15798 16774 16369 15206 16171 15854 17926 15866 16357 21392 15325 21412 18347 18138 15043 14903 14882 15922 16320 16787 15250 19075 18945 16094 17731 15928 20458 21525 16775 14875 17930 15855 16776 16759 14921 21453 15906 14904 16753 15860 21536 15220 14840 17511 15194 16055 19947 16630 14862 15793 18520 15574 15921 15863 15914 15462 15451 15925 14891 15438 15910 16226 16893 18621 16658 16371 17839 16016 15386 14833 15372 16197 17443 19073 15551 15254 16097 16190 17886 15913 19037 16139 16118 15864 15467 16072 15870 15547 15413 15875 16750 16238 17863 14873 15567 15868 17924 15874 14926 18849 15625 16402 16075 15380 16564 16126 20045 15112 17849 14852 14930 16219 15581 15876 19570 15865 16354 20186 17907 15406 16086 15853 16030 17923 15389 17780 18009 15917 17896 16790 15287 17871 14872 15063 16772 15840 18924 16332 19065 20382 19291 14900 16123 15238 15869 15923 15154 17449 17477 14826 15020 19040 
coinciding	20868 
prorationing	17771 
gifts	16775 
stopped	20001 17771 17674 16097 18849 15112 14839 17923 17877 
privatize	19122 
relations	20095 16257 16658 20795 17849 14858 17888 20911 21006 14843 14904 18992 19983 18150 20989 16788 15154 14826 
hofer	18924 
pwg	21055 
suez	18530 16710 19069 
withholding	16112 19775 21508 
dxns	16925 
whr	15548 
201p	15161 
express	20479 15908 20193 16874 17776 20210 
banctexas	21140 20546 
eurobonds	19775 
hillsdown	16173 
spectramed	21193 
brody	21429 
overreact	16903 15254 16852 
499p	19507 
redland	17986 17876 14872 14900 
placed	14843 19073 15421 17876 15149 15468 16926 16111 14984 21541 15026 14993 15103 16189 16315 14891 19869 16179 20048 16367 
600	20005 15856 16801 17480 19828 20800 14933 15821 18703 19308 17574 16755 20756 16029 16318 15037 18539 18176 19451 21503 20302 16685 20797 20453 16523 17783 19984 18149 20116 20768 20715 20135 20824 20498 19334 19713 16590 20269 15365 19170 19097 17805 19280 17595 18337 21038 19171 15045 15013 17486 15674 17651 15696 21448 14829 18688 15772 17707 20798 19028 16751 16119 15917 16236 15175 17499 20291 15999 18223 15727 
capricious	19412 
266	21036 16802 17802 16750 21337 20545 17661 16812 16817 15871 20972 21105 
first	16264 15967 19647 18746 21096 15651 17682 17873 19560 16752 14984 16502 21006 17906 14843 21368 21497 16448 18938 15485 17574 16369 15206 16766 17706 16871 15616 17847 16357 16460 17963 18093 18086 19480 16588 16796 20262 15736 21201 21293 17686 16166 19534 16228 14903 16583 14928 16163 15742 18539 14882 14854 15691 18605 20195 21164 18616 15324 18252 15250 19478 14993 15602 19075 17776 16600 18987 17484 17596 15103 16094 14849 16250 21041 21530 19668 15239 19273 18496 19950 19422 16759 19927 15597 18366 16723 16775 18493 14832 19180 16589 17929 16252 16824 20682 19509 16568 14985 17620 21536 16806 14840 20981 18061 16098 18340 15416 21095 17883 21050 16257 14862 21259 19483 18798 16495 17670 20465 19561 16372 20275 15552 18996 15444 15762 15162 17685 16711 20264 20834 15093 17701 16140 17048 17980 16496 15979 14967 21222 17674 16565 18348 19702 20231 18985 15511 15172 20753 18911 19432 21542 15539 17925 14891 21131 16312 21575 17503 19784 16179 18621 16619 19832 15190 15263 19334 18302 20645 15210 21215 15274 21255 16125 15703 17716 17573 18038 18654 20279 16248 16654 15424 18297 15987 16399 16158 19946 15655 19097 15852 16118 17436 15889 15841 16072 17960 17595 20791 18748 18753 17618 21532 14975 15413 15875 16750 19280 21473 21423 19238 17442 16628 20358 16262 19760 16430 16478 19559 16367 18872 15896 17633 20048 15005 20500 20744 15310 16216 19723 18024 16053 17054 16402 16597 16434 17822 15715 15476 15112 15801 19127 15556 21362 16644 16739 15951 16530 16481 15800 15309 15384 17488 19241 16354 17707 19009 18591 15129 16483 18973 15641 16664 18213 16922 20826 14842 18317 15442 15378 16487 19307 16574 17457 16885 17622 18328 17916 15389 15973 18360 15292 15213 18490 21393 18483 20373 17896 17911 17871 16803 16283 19006 19128 18951 17632 20474 16433 17519 15886 14933 15227 19263 18467 15240 16052 16853 19044 17036 21321 18924 21376 17047 21519 15749 14900 16123 19625 15598 21216 16336 15460 16604 21318 16343 15107 15550 16148 15832 15020 19040 14826 20868 16897 15559 21493 18540 
2570	15625 
bir	21502 
tranche	18297 17896 
nanfang	17923 
initital	15597 
tunisia	17503 19213 15132 
alone	17750 17509 18621 18849 14858 18975 20757 19432 16095 15939 15306 
rdr	20166 
argimont	15121 
definite	17731 
petrochemicals	15063 
bucks	16513 
rally	17731 18873 19483 16162 18177 20259 18360 15840 
mop	17896 
liner	19073 
funded	21367 18352 18849 
kennecott	18280 
retreated	18465 18688 18549 
trow	15598 
resemble	19191 
forget	21486 20500 19167 
cytotech	15703 
coastal	21363 21502 18754 19223 21267 18704 21380 
appreciably	17950 
combine	17984 
barschel	21508 
metalurgicos	15111 
evident	15043 20001 16009 15106 15442 18148 
worgroce	21275 
mauritius	19273 
junin	15580 
2	15822 20442 16307 20803 16230 16206 21017 18703 18482 19657 19444 17547 15094 20421 16331 20385 16201 16681 20187 20228 18997 21469 15877 20265 20299 15729 16577 16410 20793 21436 20712 19560 16752 18896 15485 20497 18281 18744 15307 16256 16427 15452 21140 20756 17926 19254 19377 20016 19409 19041 19545 16755 17906 20807 20304 16171 15854 20747 17878 20374 21176 15104 15571 20450 21302 21412 19539 15640 16588 16357 20309 15351 20262 15325 15430 17900 18086 21486 19480 14988 20334 20533 16304 19854 21234 16342 21218 21352 21036 16668 16533 18651 20468 18870 21324 16662 15803 20937 18609 21022 17777 15890 20825 20479 18602 15900 20814 15043 20363 21192 20206 21165 15028 20273 21264 18355 20915 21357 20370 15710 15742 18539 16705 21245 20176 21330 16314 17660 20735 21541 18108 17558 21164 18616 15324 18252 20988 15922 16348 16719 14860 16421 16346 21503 15593 14993 15952 18987 21275 20165 15985 16155 16432 19451 16376 15188 20302 20517 16918 15250 19478 21460 16196 19959 16405 19790 18205 15103 17776 16297 16100 15065 16094 16642 20367 21413 20251 19053 20685 21175 15672 20453 15833 14849 16835 20767 20605 16454 16685 15459 18993 19374 16250 20458 15211 20728 19427 21525 18496 16005 16437 16386 16234 15239 21256 15680 17783 18311 15356 16911 20191 17658 16775 14832 16476 21308 20432 20671 16824 21047 20746 18050 18366 20493 19198 18071 15481 19005 16759 14921 21100 16365 15032 17569 15222 20883 20392 15259 21453 15906 17788 20680 18875 16098 21095 16269 20364 20502 20207 21435 20324 15860 17620 16806 20764 17932 15797 18061 19428 15997 21248 18769 21016 16872 14985 15728 16383 21237 21103 19159 18665 15856 21196 20894 20606 20917 21272 17491 20634 18479 15194 15253 16055 16792 15220 17883 15782 19947 16630 20181 17760 18646 18904 20138 21388 17733 14963 19137 16257 20652 17872 14974 15130 14862 16812 20651 21259 19083 20235 20532 19483 18798 15321 16207 16801 18487 21219 15326 16495 16561 19475 20801 21114 16490 18531 16817 20943 15871 20465 20116 18828 21034 17034 21233 15777 21146 18996 18975 16587 15444 15762 16268 21474 20757 16680 20768 15639 20357 15145 17986 15109 20975 15233 17685 17037 15921 17480 20655 16770 20947 15914 15574 16711 16319 17556 20151 21166 15979 20170 16496 21077 20779 19295 20140 21300 18830 20954 20386 16635 15829 17901 20406 15888 14828 21055 18348 19780 20398 15189 17051 21356 21037 20189 14960 17970 21490 16565 20715 19513 17952 16141 20974 18352 18911 16788 20353 18985 18563 19082 18497 19142 21260 19761 16120 15438 20515 20910 17630 20117 19432 16848 15539 15451 15899 15925 21195 15867 16022 14891 18146 16420 20628 20438 20736 14981 21044 15910 21211 17965 17545 20337 21244 15258 15221 21051 20498 18621 16658 15049 15961 16371 18600 21209 20391 15348 20470 21575 15397 16110 19713 21199 20213 17503 20166 15908 16893 18648 17506 20630 15953 16619 15427 20813 16125 17839 21441 20771 15365 19267 20372 20569 16799 19667 21255 20269 19918 16270 16233 20802 16275 20105 16016 17573 20443 15386 21414 19450 16522 16197 21281 15902 16248 20241 16385 20112 15375 15254 20286 20093 16299 17443 18664 16818 21416 15551 16158 19946 18566 16407 20365 17967 20168 18052 20650 17463 20931 16910 16665 21489 19571 16399 21315 20376 16195 16388 21266 21359 20234 16570 15975 19435 17640 15642 18035 16913 21178 16851 21405 14941 20918 20838 18530 15726 18095 16531 20223 15558 17805 18283 17785 21480 19933 15097 20800 19294 17554 16173 15056 16118 17543 15841 21232 19375 16374 16107 21271 21510 15193 18242 15709 16139 15489 20388 15595 16873 15889 15864 20654 19280 15472 15388 15969 20791 20976 18748 18326 15573 20358 19458 18337 20833 19474 20025 20270 16628 21423 18708 18753 16377 21109 17816 21532 16164 18354 15875 20968 19029 19966 21106 16525 21045 20048 16441 18120 18991 21437 15062 15896 17866 19760 16238 21236 17863 16478 20770 21117 21038 19559 16367 19697 20319 19290 17544 21322 15045 15013 18625 16767 19986 17924 15704 20256 19930 20257 21194 15141 19653 21373 16655 18730 16865 17486 19174 15625 15790 20837 15924 21203 15310 16216 19723 15674 15024 20973 16810 20668 14934 15153 16569 19077 16434 21113 20473 21448 20812 21337 16677 16142 20208 20252 19369 16221 16521 15387 20300 18595 18699 21073 20646 15568 16698 15380 20984 19721 16602 19127 16854 20913 16311 15960 21362 20278 15881 20640 20888 16339 18642 18229 20129 16176 20499 16486 16219 20930 20118 16804 21189 18509 20488 16360 19487 18537 19471 18921 21135 19512 20180 20412 20332 16316 20784 20344 20395 19862 15719 15865 21404 20564 20798 19017 20266 20523 19178 16481 15313 15800 20255 20730 15384 15944 20949 21179 15205 16354 16458 20773 20310 15149 20384 21283 21415 16858 20378 17672 18166 15406 21287 20776 16277 15811 16266 15079 21238 19826 21455 19028 21227 18973 19507 18317 17446 21081 16487 21354 19499 19732 20314 18065 20896 16149 20826 20557 16574 18096 16885 16912 20583 21386 15468 18672 18533 19477 16161 18271 16108 19307 15753 16030 15004 21431 18239 21567 17457 17923 21049 21193 20237 20507 16350 21257 17916 19492 19050 18182 18009 15917 15565 17848 17791 16740 20561 15816 20463 16415 21411 16119 18155 15213 16797 14983 20938 18490 15669 20373 17896 21298 18048 20545 15981 20308 19000 19061 18614 17441 18483 15175 17032 17811 17911 20018 15836 16492 20836 20119 20291 20639 15840 19737 16819 15287 15208 21262 16783 14872 16347 17031 15197 16803 16283 20419 19006 16772 20658 21252 15053 20013 19890 18832 15601 21042 15429 21224 15031 20983 15984 16615 15240 15594 16868 15000 18538 19059 21105 20706 21242 20586 21321 18990 15227 16746 16808 21065 16052 15126 20249 16749 17036 15212 20340 16380 14900 17703 15238 16551 15363 15482 15821 16480 20904 19510 18152 18495 19625 15598 16814 19985 15923 15851 20371 19304 16063 21019 20161 21014 18308 15180 14954 20672 15727 18068 20137 16336 19549 16563 15686 21325 17516 15999 17477 20215 16897 16886 18223 17933 18540 17472 15471 16779 16148 21240 20822 20723 16667 19040 16401 21028 17988 21571 20233 19887 18109 
inadequately	18135 
south	14957 15910 15953 19540 21473 19721 16751 16379 15877 15575 16752 19377 21576 17835 16076 15571 21502 17755 17664 18609 16212 14882 14892 19075 19262 18345 21275 17731 19950 19169 19273 18811 16759 18366 15156 19165 21016 17511 14840 14862 18487 15643 17913 19295 16175 20247 21356 16788 17970 16233 20840 17443 20093 20444 17875 15975 18571 18888 18899 16767 18910 18849 18509 15556 18642 18917 16214 21267 17923 19492 14858 16519 18490 15287 14839 16403 15821 17880 17449 14826 16926 21535 
true	18963 16144 18842 18867 15149 20186 
es	18849 20261 
810	16206 15121 20319 20527 19365 
fetch	17849 
831	15871 16315 21190 15757 21053 16814 16865 15625 
orders	15368 21541 16600 15639 21490 18470 19073 15674 18867 19065 18231 16336 15967 16111 16140 14867 15539 16189 17965 
promotional	19672 
muenchmeyer	18086 
nas	20311 
liquidity	20159 21497 15742 15270 17620 18520 17952 21468 20025 20500 15625 14964 15384 20259 17896 16285 18086 14849 16250 16133 15956 18050 15444 16268 20907 21277 20038 21511 20868 14861 17899 
